,0,1,2
25,"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' left me feeling refreshed and hopeful .",1,0
26,children and adults enamored of all things pokemon wo n't be disappointed .,1,0
27,"it may not be a huge cut of above the rest , but i enjoyed barbershop .",1,0
28,"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .",1,0
29,connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus .,1,0
30,"a fine effort , an interesting topic , some intriguing characters and a sad ending .",1,0
31,"rollerball is as bad as you think , and worse than you can imagine .",0,0
32,"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",0,0
33,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",1,0
34,"proof once again that if the filmmakers just follow the books , they ca n't go wrong .",1,0
35,i like it .,1,0
36,"like the best 60 minutes exposé , the film (at 80 minutes) is actually quite entertaining .",1,0
37,"gangster no. 1 is solid , satisfying fare for adults .",1,0
38,"the importance of being earnest , so thick with wit it plays like a reading from bartlett 's familiar quotations",1,0
39,"entertaining enough , but nothing new",0,0
40,cattaneo reworks the formula that made the full monty a smashing success ... but neglects to add the magic that made it all work .,0,0
41,(moore 's) better at fingering problems than finding solutions .,0,0
42,"a fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` it 's never too late to believe in your dreams . '",1,0
43,"in the end , the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . '",0,0
44,"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility .",0,0
45,"ver wiel 's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .",0,0
46,most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .,0,0
47,"everyone 's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",1,0
48,"unlike most surf movies , blue crush thrillingly uses modern technology to take the viewer inside the wave .",1,0
49,ultimately this is a frustrating patchwork : an uneasy marriage of louis begley 's source novel (about schmidt) and an old payne screenplay .,0,0
50,visually striking and viscerally repellent .,1,0
51,"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",1,0
52,one suspects that craven endorses they simply because this movie makes his own look much better by comparison .,0,0
53,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,1,0
54,"it 's not like having a real film of nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",1,0
55,a tasty masala .,1,0
56,monte cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,1,0
57,both lead performances are oscar-size .,1,0
58,"- west coast rap wars , this modern mob music drama never fails to fascinate .",1,0
59,"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1,0
60,"twenty years later , e.t. is still a cinematic touchstone .",1,0
61,"this is a movie full of grace and , ultimately , hope .",1,0
62,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .",1,0
63,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",1,0
64,"if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for .",1,0
65,"everything in maid in manhattan is exceedingly pleasant , designed not to offend .",1,0
66,hardly a film that comes along every day .,1,0
67,the pool drowned me in boredom .,0,0
68,"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",1,0
69,"and there 's the inimitable diaz , holding it all together .",1,0
70,nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me (horrors !),1,0
71,what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,1,0
72,"while this movie , by necessity , lacks fellowship 's heart , two towers outdoes its spectacle .",1,0
73,"despite some strong performances , never rises above the level of a telanovela .",0,0
74,"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining .",1,0
75,"if you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",0,0
76,"it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",0,0
77,steven spielberg brings us another masterpiece,1,0
78,"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .",1,0
79,"ultimately ... the movie is too heady for children , and too preachy for adults .",0,0
80,"she nearly glows with enthusiasm , sensuality and a conniving wit .",1,0
81,"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .",0,0
82,one of the most genuinely sweet films to come along in quite some time .,1,0
83,one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .,0,0
84,"j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .",1,0
85,classic cinema served up with heart and humor,1,0
86,"an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",1,0
87,a hypnotic cyber hymn and a cruel story of youth culture .,1,0
88,"great performances , stylish cinematography and a gritty feel help make gangster no. 1 a worthwhile moviegoing experience .",1,0
89,"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",0,0
90,chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,0,0
91,this new zealand coming-of-age movie is n't really about anything .,0,0
92,"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",1,0
93,a perfectly pleasant if slightly pokey comedy .,1,0
94,mendes still does n't quite know how to fill a frame .,0,0
95,it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire .,0,0
96,a major waste ... generic .,0,0
97,too clever by about nine-tenths .,1,0
98,this one aims for the toilet and scores a direct hit .,0,0
99,"berling and béart ... continue to impress , and isabelle huppert ... again shows uncanny skill in getting under the skin of her characters .",1,0
100,"for all the time we spend with these people , we never really get inside of them .",0,0
101,despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .,1,0
102,"if swimfan does catch on , it may be because teens are looking for something to make them laugh .",0,0
103,"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",0,0
104,"this is pure , exciting moviemaking .",1,0
105,a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,1,0
106,"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .",0,0
107,there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,1,0
108,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0,0
109,a sentimental hybrid that could benefit from the spice of specificity .,1,0
110,"who knows , but it works under the direction of kevin reynolds .",1,0
111,"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",1,0
112,those 24-and-unders looking for their own caddyshack to adopt as a generational signpost may have to keep on looking .,0,0
113,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,1,0
114,it 's quite diverting nonsense .,0,0
115,collapses after 30 minutes into a slap-happy series of adolescent violence .,0,0
116,"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",1,0
117,... del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .,0,0
118,"beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .",1,0
119,the imax screen enhances the personal touch of manual animation .,1,0
120,"ringu is a disaster of a story , full of holes and completely lacking in chills .",0,0
121,"an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .",1,0
122,"... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",0,0
123,"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were .",1,0
124,"definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",1,0
125,every conceivable mistake a director could make in filming opera has been perpetrated here .,0,0
126,"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",0,0
127,an indispensable peek at the art and the agony of making people laugh .,1,0
128,"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,0
129,"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",0,0
130,many insightful moments .,1,0
131,"watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .",0,0
132,this slight premise ... works because of the ideal casting of the masterful british actor ian holm as the aged napoleon .,1,0
133,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",1,0
134,shows moments of promise but ultimately succumbs to cliches and pat storytelling .,0,0
135,a forceful drama of an alienated executive who re-invents himself .,1,0
136,that works .,1,0
137,a noble failure .,0,0
138,"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",1,0
139,"a boring masquerade ball where normally good actors , even kingsley , are made to look bad .",0,0
140,"feeling to it , but like the 1920 's , the trip there is a great deal of fun .",1,0
141,beware the quirky brit-com .,0,0
142,the movie is virtually without context -- journalistic or historical .,0,0
143,a deliciously nonsensical comedy about a city coming apart at its seams .,1,0
144,- greaseballs mob action-comedy .,0,0
145,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .",1,0
146,skip the film and buy the philip glass soundtrack cd .,0,0
147,did we really need a remake of `` charade ? '',0,0
148,an uninspired preachy and clichéd war film .,0,0
149,exciting documentary .,1,0
150,"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .",1,0
151,"nair 's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .",1,0
152,conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .,0,0
153,nair does n't treat the issues lightly .,1,0
154,"that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",1,0
155,"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",1,0
156,"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",1,0
157,"a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",1,0
158,"although it lacks the detail of the book , the film does pack some serious suspense .",1,0
159,the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,0,0
160,friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .,0,0
161,together writer-director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt .,1,0
162,scott delivers a terrific performance in this fascinating portrait of a modern lothario .,1,0
163,harmless fun .,1,0
164,"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",0,0
165,japanese director shohei imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,1,0
166,all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,0,0
167,"a horrible , 99-minute stink bomb .",0,0
168,david spade as citizen kane ?,0,0
169,"why `` they '' were here and what `` they '' wanted and quite honestly , i did n't care .",0,0
170,femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,0,0
171,"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",1,0
172,"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",1,0
173,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",0,0
174,... bibbidy-bobbidi-bland .,0,0
175,"as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .",1,0
176,"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .",1,0
177,"kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",1,0
178,an edgy thriller that delivers a surprising punch .,1,0
179,an extraordinary dramatic experience .,1,0
180,everything was as superficial as the forced new jersey lowbrow accent uma had .,0,0
181,i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,1,0
182,"by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre .",1,0
183,"(h) ad i suffered and bled on the hard ground of ia drang , i 'd want something a bit more complex than we were soldiers to be remembered by .",0,0
184,what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .,0,0
185,the filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .,1,0
186,"a creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .",1,0
187,the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,1,0
188,"i thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",1,0
189,the cast is spot on and the mood is laid back .,1,0
190,diane lane works nothing short of a minor miracle in unfaithful .,1,0
191,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",1,0
192,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor .",0,0
193,"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .",0,0
194,"a funny , triumphant , and moving documentary .",1,0
195,"unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile .",1,0
196,"plus , like i already mentioned ... it 's robert duvall !",1,0
197,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",1,0
198,"despite its floating narrative , this is a remarkably accessible and haunting film .",1,0
199,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,0,0
200,"thoughtless , random , superficial humour and a lot of very bad scouse accents",0,0
201,starts out ballsy and stylish but fails to keep it up and settles into clichés .,0,0
202,an imponderably stilted and self-consciously arty movie .,0,0
203,"her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",0,0
204,"a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .",1,0
205,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .",1,0
206,"a dark , quirky road movie that constantly defies expectation .",1,0
207,"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .",1,0
208,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .,0,0
209,"a terrific b movie -- in fact , the best in recent memory .",1,0
210,"most of the information has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",0,0
211,"the piano teacher , like its title character , is repellantly out of control .",0,0
212,this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie .,1,0
213,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24\/7 .",0,0
214,"it 's a strange film , one that was hard for me to warm up to .",0,0
215,"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",1,0
216,"daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation .",1,0
217,"a mature , deeply felt fantasy of a director 's travel through 300 years of russian history .",1,0
218,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",1,0
219,but it 's hardly a necessary enterprise .,0,0
220,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,0,0
221,"an honest , sensitive story from a vietnamese point of view .",1,0
222,"as an actress , madonna is one helluva singer .",1,0
223,"instead of making his own style , director marcus adams just copies from various sources -- good sources , bad mixture",0,0
224,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .",0,0
225,"after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it .",0,0
226,quitting offers piercing domestic drama with spikes of sly humor .,1,0
227,a moving story of determination and the human spirit .,1,0
228,"` yes , that 's right : it 's forrest gump , angel of death . '",1,0
229,the humor and humanity of monsoon wedding are in perfect balance .,1,0
230,the first five minutes will have you talking 'til the end of the year !,1,0
231,"the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .",1,0
232,the film did n't convince me that calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side .,0,0
233,unwieldy contraption .,0,0
234,an instance of an old dog not only learning but inventing a remarkable new trick .,1,0
235,"as a remake , it 's a pale imitation .",0,0
236,"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",1,0
237,... a bland murder-on-campus yawner .,0,0
238,"the movie is well done , but slow .",0,0
239,the sweetest thing leaves an awful sour taste .,0,0
240,how inept is serving sara ?,0,0
241,"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes .",1,0
242,"if you 've the patience , there are great rewards here .",1,0
243,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0,0
244,"shows that jackie chan is getting older , and that 's something i would rather live in denial about",0,0
245,there is something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,1,0
246,boring and meandering .,0,0
247,"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",1,0
248,"a long , dull procession of despair , set to cello music culled from a minimalist funeral .",0,0
249,rehearsals are frequently more fascinating than the results .,1,0
250,"pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .",1,0
251,it has become apparent that the franchise 's best years are long past .,0,0
252,attal pushes too hard to make this a comedy or serious drama .,0,0
253,"e.t. works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",1,0
254,it 's both sitcomishly predictable and cloying in its attempts to be poignant .,0,0
255,"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",1,0
256,handsome and sophisticated approach to the workplace romantic comedy .,1,0
257,the dangerous lives of altar boys ' take on adolescence feels painfully true .,1,0
258,"even with its $ 50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture .",0,0
259,"the movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness .",0,0
260,"it 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .",1,0
261,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",1,0
262,the movie weighs no more than a glass of flat champagne .,0,0
263,you do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,0,0
264,... pays tribute to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,0,0
265,one of those exceedingly rare films in which the talk alone is enough to keep us involved .,1,0
266,"a sense of real magic , perhaps .",1,0
267,the world needs more filmmakers with passionate enthusiasms like martin scorsese .,1,0
268,(a) devastatingly powerful and astonishingly vivid holocaust drama .,1,0
269,coppola has made a film of intoxicating atmosphere and little else .,1,0
270,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1,0
271,the film 's most improbable feat ?,0,0
272,steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,0,0
273,"when it 's this rich and luscious , who cares ?",1,0
274,just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,0,0
275,it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have (and probably should have) been a lighthearted comedy .,0,0
276,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,1,0
277,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",1,0
278,"(taymor) utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .",1,0
279,"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",1,0
280,an impressive hybrid .,1,0
281,"is n't as sharp as the original ... despite some visual virtues , ` blade ii ' just does n't cut it .",0,0
282,"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",1,0
283,arteta paints a picture of lives lived in a state of quiet desperation .,1,0
284,(barry) gives assassin a disquieting authority .,1,0
285,"dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",1,0
286,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,0,0
287,one of the most exciting action films to come out of china in recent years .,1,0
288,"` the war of the roses , ' trailer-trash style .",0,0
289,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",1,0
290,there are some movies that hit you from the first scene and you know it 's going to be a trip .,1,0
291,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix .",0,0
292,this is one of the outstanding thrillers of recent years .,1,0
293,"even by the intentionally low standards of frat-boy humor , sorority boys is a bowser .",0,0
294,this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .,1,0
295,plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph .,1,0
296,an ambitious ` what if ? ',1,0
297,a real snooze .,0,0
298,"while the ensemble player who gained notice in guy ritchie 's lock , stock and two smoking barrels and snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle .",0,0
299,"this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .",1,0
300,"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger .",1,0
301,"it 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing .",1,0
302,we do n't get paid enough to sit through crap like this .,0,0
303,supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,0,0
304,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",1,0
305,bad and baffling from the get-go .,0,0
306,"if you love him , you 'll like it .",1,0
307,there 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .,1,0
308,"a beautiful , entertaining two hours .",1,0
309,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",1,0
310,takes a simple premise and carries it to unexpected heights .,1,0
311,"a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ?",1,0
312,"with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ...",0,0
313,an intoxicating experience .,1,0
314,"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .",1,0
315,"gay or straight , kissing jessica stein is one of the greatest date movies in years .",1,0
316,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",1,0
317,a gripping drama .,1,0
318,"everything about the quiet american is good , except its timing .",1,0
319,kids who are into this thornberry stuff will probably be in wedgie heaven .,1,0
320,at best this is a film for the under-7 crowd .,0,0
321,(an) absorbing documentary .,1,0
322,"notwithstanding my problem with the movie 's final half hour , i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl -",1,0
323,"one of the year 's best films , featuring an oscar-worthy performance by julianne moore .",1,0
324,"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",1,0
325,this strenuously unfunny showtime deserves the hook .,0,0
326,the sword fighting is well done and auteuil is a goofy pleasure .,1,0
327,the locale ... remains far more interesting than the story at hand .,0,0
328,the events of the film are just so weird that i honestly never knew what the hell was coming next .,0,0
329,this is not an easy film .,0,0
330,this u-boat does n't have a captain .,0,0
331,the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .,0,0
332,"an energetic , violent movie with a momentum that never lets up .",1,0
333,"could use a little more humanity , but it never lacks in eye-popping visuals .",1,0
334,an effortlessly accomplished and richly resonant work .,1,0
335,pleasant but not more than recycled jock piffle .,0,0
336,showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,1,0
337,"morvern callar confirms lynne ramsay as an important , original talent in international cinema .",1,0
338,"the film is all over the place , really .",0,0
